TAZ,Low Income,Minority
2139,0,0
2140,0,0
2141,0,0
2142,0,0
2143,0,0
2144,0,0
2145,0,0
2146,0,0
2147,0,0
2148,0,0
2149,0,0
2150,0,0
2151,0,0
2152,0,0
2153,0,0
2154,0,0
2155,0,0
2156,0,0
2157,0,0
2158,0,0
2159,1,0
2160,1,0
2161,1,0
2162,1,0
2163,1,0
2164,0,0
2165,0,0
2166,0,0
2167,0,0
2168,0,0
2169,0,0
2170,0,0
2171,1,0
2172,1,0
2173,1,0
2174,1,0
2175,1,0
2176,1,1
2177,1,1
2178,1,1
2179,1,1
2180,1,0
2181,1,0
2182,1,0
2183,1,0
2184,1,0
2185,1,0
2186,1,0
2187,1,0
2188,1,0
2189,1,0
2190,1,0
2191,1,0
2192,1,0
2193,1,0
2194,1,0
2195,1,0
2196,1,0
2197,1,0
2198,1,0
2199,1,0
2200,1,0
2201,1,0
2202,0,0
2203,0,0
2204,0,0
2205,0,0
2206,0,0
2207,0,0
2208,0,0
2209,0,0
2210,0,0
2211,0,0
2212,1,0
2213,0,0
2214,0,0
2215,0,0
2216,0,0
2217,0,0
2218,0,0
2219,1,0
2220,1,0
2221,0,0
2222,0,0
2223,1,0
2224,1,0
2225,0,0
2226,0,0
2227,0,0
2228,0,0
2229,1,0
2230,0,0
2231,1,0
2232,1,0
2233,1,0
2234,1,0
2235,0,0
2236,1,0
2237,1,0
2238,0,0
2239,0,0
2240,0,0
2241,0,0
2242,0,0
2243,0,0
2244,1,0
2245,0,0
2246,0,0
2247,0,0
2248,0,0
2249,0,0
2250,1,1
2251,1,1
2252,0,0
2253,0,0
2254,0,0
2255,0,0
2256,0,0
2257,1,0
2258,1,0
2259,1,1
2260,1,0
2261,1,1
2262,1,0
2263,1,0
2264,1,0
2265,1,0
2266,1,0
2267,1,0
2268,1,0
2269,1,0
2270,1,0
2271,0,0
2272,1,0
2273,1,0
2274,1,0
2275,1,0
2276,1,0
2277,1,0
2278,1,0
2279,1,0
2280,1,0
2281,1,0
2282,1,0
2283,1,0
2284,1,0
2285,1,0
2286,1,0
2287,1,0
2288,1,0
2289,1,0
2290,1,0
2291,1,0
2292,1,0
2293,1,0
2294,1,0
2295,1,0
2296,1,0
2297,1,0
2298,1,0
2299,1,0
2300,1,0
2301,1,0
2302,0,0
2303,0,0
2304,0,0
2305,0,0
2306,0,0
2307,0,0
2308,0,0
2309,0,0
2310,0,0
2311,0,0
2312,1,0
2313,1,0
2314,1,0
2315,0,0
2316,1,0
2317,1,0
2318,1,0
2319,1,1
2320,1,1
2321,1,1
2322,1,0
2323,1,1
2324,1,1
2325,1,0
2326,1,0
2327,1,0
2328,1,1
2329,1,0
2330,1,0
2331,1,0
2332,0,0
2333,0,0
2334,0,0
2335,0,0
2336,0,0
2337,0,0
2338,0,0
2339,0,0
2340,0,0
2341,0,0
2342,0,0
2343,0,0
2344,0,0
2345,0,0
2346,0,0
2347,0,0
2348,0,0
2349,0,0
2350,1,0
2351,1,0
2352,1,0
2353,1,0
2354,1,0
2355,1,0
2356,1,0
2357,1,0
2358,0,0
2359,0,0
2360,0,0
2361,0,0
2362,0,0
2363,1,0
2364,0,0
2365,0,0
2366,1,0
2367,0,0
2368,0,0
2369,0,0
2370,0,0
2371,0,0
2372,0,0
2373,0,0
2374,0,0
2375,0,0
2376,0,0
2377,0,0
2378,0,0
2379,0,0
2380,0,0
2381,0,0
2382,0,0
2383,0,1
2384,0,1
2385,0,0
2386,0,0
2387,0,0
2388,0,1
2389,0,0
2390,1,1
2391,1,1
2392,1,1
2393,1,1
2394,1,1
2395,1,1
2396,1,1
2397,1,1
2398,1,1
2399,1,1
2400,1,1
2401,1,1
2402,1,1
2403,1,1
2404,1,1
2405,0,0
2406,0,0
2407,0,1
2408,0,1
2409,0,1
2410,0,1
2411,0,1
2412,0,0
2413,1,1
2414,1,1
2415,1,1
2416,1,1
2417,1,1
2418,1,1
2419,1,1
2420,1,1
2421,1,1
2422,1,1
2423,1,1
2424,1,1
2425,1,1
2426,0,0
2427,1,0
2428,1,0
2429,0,0
2430,0,0
2431,0,0
2432,0,0
2433,0,0
2434,0,0
2435,0,0
2436,0,0
2437,0,0
2438,0,0
2439,0,0
2440,0,0
2441,1,1
2442,1,1
2443,0,0
2444,1,1
2445,1,1
2446,0,0
2447,0,0
2448,0,0
2449,0,0
2450,0,0
2451,0,0
2452,0,0
2453,0,0
2454,0,0
2455,0,0
2456,0,0
2457,0,0
2458,0,0
2459,0,0
2460,0,1
2461,0,1
2462,0,1
2463,0,1
2464,0,1
2465,0,0
2466,0,0
2467,0,0
2468,0,0
2469,0,0
2470,0,1
2471,0,0
2472,0,1
2473,0,1
2474,0,0
2475,0,0
2476,0,0
2477,0,0
2478,1,1
2479,1,1
2480,1,1
2481,1,1
2482,1,1
2483,1,1
2484,1,1
2485,0,1
2486,1,1
2487,0,1
2488,1,1
2489,1,1
2490,1,1
2491,1,1
2492,0,0
2493,0,0
2494,1,1
2495,1,1
2496,1,1
2497,0,1
2498,0,0
2499,0,0
2500,0,0
2501,0,0
2502,0,0
2503,0,0
2504,0,0
2505,0,0
2506,0,0
2507,1,1
2508,1,1
2509,0,0
2510,0,0
2511,0,0
2512,1,1
2513,1,1
2514,1,1
2515,1,1
2516,0,1
2517,1,1
2518,1,1
2519,0,1
2520,0,1
2521,0,1
2522,0,1
2523,0,1
2524,0,1
2525,0,0
2526,0,1
2527,0,0
2528,0,1
2529,0,1
2530,0,0
2531,0,1
2532,0,1
2533,0,1
2534,0,0
2535,0,0
2536,0,0
2537,0,0
2538,0,0
2539,0,0
2540,0,0
2541,0,0
2542,0,0
2543,0,0
2544,0,0
2545,0,0
2546,0,0
2547,1,1
2548,0,0
2549,0,0
2550,0,0
2551,0,0
2552,0,0
2553,0,0
2554,0,0
2555,0,0
2556,0,0
2557,0,0
2558,0,0
2559,0,0
2560,0,0
2561,0,1
2562,0,1
2563,0,1
2564,0,1
2565,0,1
2566,0,1
2567,0,1
2568,0,1
2569,1,1
2570,0,1
2571,1,1
2572,1,1
2573,1,1
2574,1,1
2575,1,1
2576,1,1
2577,1,1
2578,1,1
2579,1,1
2580,1,1
2581,0,0
2582,0,0
2583,0,0
2584,0,0
2585,0,0
2586,0,0
2587,1,1
2588,0,0
2589,1,1
2590,1,1
2591,1,1
2592,1,1
2593,1,1
2594,1,1
2595,1,1
2596,1,1
2597,1,1
2598,1,1
2599,1,1
2600,1,1
2601,1,1
2602,1,1
2603,1,1
2604,1,1
2605,0,0
2606,0,0
2607,0,0
2608,0,0
2609,0,0
2610,0,0
2611,0,0
2612,0,0
2613,0,0
2614,0,0
2615,0,0
2616,0,0
2617,0,0
2618,1,1
2619,1,1
2620,1,1
2621,1,1
2622,0,0
2623,0,0
2624,1,1
2625,0,0
2626,1,0
2627,0,0
2628,0,0
2629,0,0
2630,0,0
2631,0,0
2632,0,0
2633,0,0
2634,0,0
2635,0,0
2636,0,0
2637,0,0
2638,0,0
2639,0,0
2640,0,0
2641,0,1
2642,0,1
2643,0,0
2644,0,0
2645,0,0
2646,1,0
2647,1,0
2648,0,0
2649,0,0
2650,0,1
2651,0,1
2652,0,1
2653,0,1
2654,0,1
2655,0,0
2656,0,0
2657,0,0
2658,0,0
2659,0,0
2660,0,0
2661,0,0
2662,0,0
2663,0,0
2664,0,0
2665,0,0
2666,0,0
2667,0,0
2668,0,0
2669,1,0
2670,1,0
2671,0,0
2672,0,0
2673,1,0
2674,1,0
2675,1,0
2676,0,0
2677,0,0
2678,1,0
2679,1,0
2680,1,0
2681,1,0
2682,1,0
2683,1,0
2684,1,0
2685,1,0
2686,1,0
2687,1,0
2688,1,0
2689,1,0
2690,1,0
2691,1,0
2692,1,0
2693,1,0
2694,0,0
2695,0,0
2696,0,0
2697,0,0
2698,0,0
2699,0,0
2700,0,0
2701,0,0
2702,0,0
2703,0,0
2704,0,0
2705,0,0
2706,0,0
2707,0,0
2708,0,0
2709,0,0
2710,0,0
2711,0,0
2712,0,0
2713,0,0
2714,0,0
2715,0,0
2716,0,0
2717,0,0
2718,0,0
2719,0,0
2720,0,0
2721,0,0
2722,0,0
2723,0,0
2724,0,0
2725,0,0
2726,0,0
2727,0,0
2728,0,0
2729,0,0
2730,0,0
2731,0,0
2732,0,0
2733,0,0
2734,0,0
2735,0,0
2736,0,0
2737,0,0
2738,0,0
2739,0,0
2740,0,0
2741,0,0
2742,0,0
2743,0,0
2744,0,0
2745,0,0
2746,0,0
2747,0,0
2748,0,0
2749,0,0
2750,0,0
2751,0,0
2752,0,0
2753,0,0
2754,0,0
2755,0,0
2756,0,0
2757,0,0
2758,0,0
2759,0,0
2760,0,0
2761,0,0
2762,0,0
2763,0,0
2764,1,0
2765,1,0
2766,1,0
2767,1,0
2768,1,0
2769,1,0
2770,1,0
2771,0,0
2772,0,0
2773,0,0
2774,0,0
2775,0,0
2776,0,0
2777,0,0
2778,0,0
2779,0,0
2780,0,0
2781,0,0
2782,1,0
2783,1,0
2784,0,0
2785,0,0
2786,0,0
2787,0,0
2788,0,0
2789,0,0
2790,0,0
2791,1,0
2792,1,0
2793,1,0
2794,1,0
2795,0,0
2796,0,0
2797,0,0
2798,1,0
2799,1,0
2800,1,0
2801,1,0
2802,0,0
2803,0,0
2804,1,0
2805,1,0
2806,1,0
2807,1,0
2808,1,0
2809,1,1
2810,0,0
2811,0,0
2812,0,0
2813,1,0
2814,1,0
2815,1,0
2816,0,0
2817,0,0
2818,0,0
2819,1,1
2820,1,1
2821,0,0
2822,0,0
2823,0,0
2824,1,1
2825,1,1
2826,1,1
2827,1,1
2828,1,1
2829,1,0
2830,1,1
2831,1,0
2832,1,0
2833,1,0
2834,1,0
2835,1,0
2836,1,0
2837,1,0
2838,1,1
2839,1,1
2840,1,1
2841,1,1
2842,1,1
2843,1,1
2844,1,1
2845,1,1
2846,1,1
2847,1,1
2848,1,1
2849,1,1
2850,1,1
2851,1,1
2852,1,1
2853,1,1
2854,1,1
2855,1,1
2856,1,1
2857,1,1
2858,1,1
2859,1,1
2860,1,1
2861,1,1
2862,1,1
2863,1,0
2864,1,1
2865,1,1
2866,1,1
2867,1,1
2868,1,1
2869,1,1
2870,1,1
2871,1,1
2872,1,1
2873,1,1
2874,1,1
2875,1,1
2876,1,1
2877,1,1
2878,1,1
2879,1,1
2880,1,1
2881,1,1
2882,1,1
2883,1,1
2884,1,1
2885,1,1
2886,1,1
2887,1,1
2888,1,1
2889,1,1
2890,1,1
2891,1,1
2892,1,1
2893,1,1
2894,1,1
2895,1,1
2896,1,1
2897,1,1
2898,1,1
2899,1,1
2900,1,1
2901,1,1
2902,1,1
2903,1,1
2904,1,1
2905,1,1
2906,1,1
2907,1,1
2908,1,1
2909,1,1
2910,1,1
2911,1,1
2912,1,1
2913,1,1
2914,1,1
2915,1,1
2916,1,1
2917,1,1
2918,1,1
2919,1,1
2920,1,1
2921,1,1
2922,1,1
2923,1,1
2924,1,1
2925,1,1
2926,1,1
2927,1,1
2928,1,1
2929,1,1
2930,1,1
2931,1,1
2932,1,1
2933,1,0
2934,1,0
2935,1,0
2936,1,1
2937,1,0
2938,1,0
2939,1,1
2940,1,1
2941,0,0
2942,1,0
2943,1,0
2944,1,0
2945,1,0
2946,0,0
2947,1,1
2948,1,0
2949,1,0
2950,1,1
2951,1,1
2952,1,1
2953,1,1
2954,1,1
2955,1,1
2956,1,1
2957,1,1
2958,1,1
2959,1,1
2960,1,1
2961,1,1
2962,1,1
2963,1,1
2964,1,1
2965,1,1
2966,1,1
2967,1,0
2968,0,0
2969,1,0
2970,0,0
2971,0,0
2972,1,1
2973,0,0
2974,0,0
2975,1,1
2976,0,0
2977,1,1
2978,1,0
2979,1,1
2980,1,0
2981,1,1
2982,1,1
2983,1,1
2984,1,1
2985,1,1
2986,1,1
2987,1,1
2988,1,1
2989,1,1
2990,1,1
2991,1,1
2992,1,1
2993,1,1
2994,1,1
2995,1,1
2996,1,1
2997,1,1
2998,1,1
2999,1,1
3000,0,1
3001,0,1
3002,0,1
3003,0,1
3004,0,0
3005,0,1
3006,1,1
3007,1,1
3008,1,1
3009,1,1
3010,1,1
3011,1,1
3012,1,1
3013,1,1
3014,1,1
3015,1,1
3016,1,1
3017,1,1
3018,1,1
3019,1,1
3020,1,1
3021,1,1
3022,1,1
3023,1,1
3024,1,1
3025,0,0
3026,0,0
3027,0,0
3028,0,0
3029,0,0
3030,0,1
3031,0,0
3032,0,0
3033,0,0
3034,0,0
3035,1,0
3036,1,0
3037,0,1
3038,0,1
3039,0,1
3040,0,1
3041,0,0
3042,0,0
3043,0,0
3044,0,0
3045,0,0
3046,1,1
3047,1,1
3048,1,1
3049,1,1
3050,1,1
3051,1,1
3052,1,1
3053,1,1
3054,1,1
3055,1,1
3056,0,0
3057,1,1
3058,1,1
3059,0,0
3060,1,1
3061,1,1
3062,1,1
3063,1,1
3064,1,1
3065,1,1
3066,1,1
3067,1,1
3068,0,1
3069,0,1
3070,1,1
3071,1,1
3072,0,0
3073,0,1
3074,0,1
3075,0,1
3076,0,1
3077,0,1
3078,0,0
3079,0,0
3080,0,0
3081,0,0
3082,0,0
3083,0,0
3084,1,1
3085,0,0
3086,0,1
3087,0,1
3088,0,1
3089,0,1
3090,0,1
3091,0,1
3092,0,1
3093,0,1
3094,1,1
3095,1,1
3096,1,1
3097,1,1
3098,1,1
3099,1,1
3100,1,1
3101,1,1
3102,1,1
3103,1,1
3104,1,1
3105,1,1
3106,1,1
3107,1,1
3108,1,1
3109,1,1
3110,1,1
3111,1,1
3112,1,1
3113,1,1
3114,1,1
3115,1,1
3116,1,1
3117,1,1
3118,1,1
3119,1,1
3120,1,1
3121,1,1
3122,1,1
3123,1,1
3124,1,1
3125,1,1
3126,1,1
3127,1,1
3128,1,1
3129,1,1
3130,1,1
3131,1,1
3132,1,1
3133,0,0
3134,0,0
3135,0,0
3136,0,0
3137,0,0
3138,0,0
3139,0,0
3140,0,0
3141,0,0
3142,0,0
3143,0,0
3144,0,0
3145,0,0
3146,0,0
3147,0,0
3148,0,0
3149,0,0
3150,0,0
3151,0,0
3152,1,0
3153,1,0
3154,1,0
3155,1,0
3156,1,0
3157,1,0
3158,1,0
3159,0,1
3160,0,0
3161,0,0
3162,0,0
3163,0,0
3164,0,0
3165,0,0
3166,0,0
3167,0,0
3168,0,0
3169,1,0
3170,1,0
3171,1,0
3172,0,0
3173,0,0
3174,0,0
3175,0,0
3176,0,0
3177,1,1
3178,1,1
3179,1,1
3180,1,1
3181,1,1
3182,1,1
3183,1,1
3184,1,1
3185,1,1
3186,1,1
3187,1,1
3188,1,1
3189,1,1
3190,1,1
3191,1,1
3192,1,1
3193,1,1
3194,1,1
3195,1,1
3196,1,1
3197,1,1
3198,1,1
3199,1,1
3200,1,0
3201,1,0
3202,1,0
3203,1,0
3204,1,0
3205,1,1
3206,1,1
3207,1,1
3208,1,1
3209,1,1
3210,0,0
3211,0,0
3212,0,0
3213,1,1
3214,1,0
3215,1,0
3216,1,0
3217,1,0
3218,0,0
3219,1,0
3220,0,0
3221,1,0
3222,1,0
3223,1,0
3224,0,0
3225,0,0
3226,0,0
3227,0,0
3228,0,0
3229,0,0
3230,1,0
3231,0,0
3232,0,0
3233,1,0
3234,1,0
3235,1,0
3236,1,0
3237,1,0
3238,1,0
3239,1,0
3240,1,0
3241,1,0
3242,1,0
3243,1,0
3244,1,0
3245,1,0
3246,0,0
3247,0,0
3248,0,0
3249,0,0
3250,1,1
3251,1,1
3252,1,1
3253,1,1
3254,1,1
3255,1,1
3256,1,1
3257,1,1
3258,1,1
3259,1,1
3260,1,1
3261,1,1
3262,1,1
3263,1,1
3264,1,1
3265,1,1
3266,1,1
3267,1,1
3268,1,1
3269,1,1
3270,1,1
3271,1,1
3272,1,1
3273,1,1
3274,0,0
3275,1,1
3276,0,0
3277,1,0
3278,0,0
3279,0,0
3280,0,0
3281,0,0
3282,0,0
3283,0,0
3284,0,0
3285,0,0
3286,1,0
3287,0,0
3288,0,0
3289,0,0
3290,0,0
3291,0,0
3292,0,0
3293,0,0
3294,0,0
3295,0,0
3296,0,0
3297,0,0
3298,0,0
3299,0,0
3300,1,0
3301,1,0
3302,1,0
3303,1,0
3304,0,0
3305,0,0
3306,1,0
3307,0,0
3308,0,0
3309,0,0
3310,0,0
3311,0,0
3312,0,0
3313,0,0
3314,1,0
3315,1,0
3316,0,0
3317,0,0
3318,0,0
3319,0,0
3320,0,0
3321,0,0
3322,0,0
3323,1,0
3324,1,0
3325,1,0
3326,1,1
3327,1,0
3328,1,0
3329,1,1
3330,1,1
3331,1,1
3332,1,1
3333,1,1
3334,1,1
3335,1,1
3336,1,1
3337,1,1
3338,1,1
3339,1,1
3340,1,1
3341,1,1
3342,1,1
3343,1,1
3344,1,1
3345,1,1
3346,1,1
3347,1,1
3348,1,1
3349,1,1
3350,1,1
3351,1,1
3352,1,1
3353,0,1
3354,0,1
3355,0,1
3356,1,0
3357,1,0
3358,1,1
3359,1,1
3360,1,1
3361,1,1
3362,1,1
3363,1,1
3364,1,1
3365,1,1
3366,1,1
3367,1,1
3368,0,1
3369,1,0
3370,1,0
3371,1,0
3372,1,0
3373,1,1
3374,1,1
3375,1,0
3376,1,0
3377,0,0
3378,1,0
3379,0,0
3380,0,0
3381,1,1
3382,1,0
3383,1,1
3384,0,0
3385,1,1
3386,0,0
3387,0,0
3388,0,0
3389,0,1
3390,1,1
3391,0,1
3392,1,1
3393,0,1
3394,1,1
3395,1,1
3396,1,1
3397,1,0
3398,1,0
3399,1,1
3400,1,1
3401,1,1
3402,1,1
3403,0,0
3404,0,0
3405,0,1
3406,1,1
3407,1,0
3408,0,0
3409,0,1
3410,0,1
3411,0,1
3412,0,0
3413,0,0
3414,0,0
3415,0,0
3416,1,0
3417,0,0
3418,0,0
3419,0,0
3420,0,0
3421,1,0
3422,0,0
3423,0,0
3424,0,0
3425,0,0
3426,0,0
3427,0,0
3428,0,0
3429,0,0
3430,1,1
3431,0,1
3432,0,1
3433,0,1
3434,0,1
3435,1,1
3436,1,1
3437,1,1
3438,1,0
3439,1,0
3440,1,0
3441,1,0
3442,1,0
3443,0,0
3444,0,0
3445,1,0
3446,1,0
3447,1,0
3448,1,0
3449,1,0
3450,0,0
3451,0,0
3452,1,0
3453,1,0
3454,1,0
3455,1,0
3456,1,0
3457,1,0
3458,1,0
3459,1,0
3460,0,0
3461,0,0
3462,1,0
3463,1,0
3464,1,0
3465,1,0
3466,1,0
3467,0,0
3468,1,0
3469,1,0
3470,0,0
3471,0,0
3472,1,0
3473,0,0
3474,0,0
3475,0,0
3476,0,0
3477,0,0
3478,0,0
3479,0,0
3480,0,0
3481,0,0
3482,0,0
3483,0,0
3484,1,0
3485,0,0
3486,1,0
3487,1,0
3488,1,0
3489,0,0
3490,1,0
3491,1,0
3492,1,0
3493,0,0
3494,1,0
3495,0,0
3496,1,1
3497,0,0
3498,0,0
3499,0,0
3500,1,0
3501,1,0
3502,1,0
3503,1,0
3504,1,0
3505,1,0
3506,1,0
3507,1,0
3508,0,0
3509,0,0
3510,0,0
3511,0,0
3512,0,0
3513,0,1
3514,0,1
3515,0,1
3516,0,0
3517,0,0
3518,1,1
3519,0,0
3520,0,0
3521,0,0
3522,0,0
3523,1,0
3524,1,0
3525,1,0
3526,1,0
3527,1,0
3528,1,0
3529,1,0
3530,1,0
3531,1,0
3532,1,0
3533,1,0
3534,1,0
3535,1,0
3536,0,1
3537,0,0
3538,0,0
3539,0,0
3540,0,1
3541,0,1
3542,0,1
3543,0,0
3544,0,1
3545,0,0
3546,0,0
3547,0,1
3548,0,0
3549,0,1
3550,0,1
3551,0,1
3552,0,1
3553,0,1
3554,0,0
3555,0,0
3556,0,0
3557,0,0
3558,0,0
3559,0,0
3560,0,0
3561,0,0
3562,0,0
3563,1,0
3564,1,0
3565,1,0
3566,0,0
3567,1,1
3568,1,0
3569,1,0
3570,1,0
3571,1,1
3572,1,1
3573,1,1
3574,1,1
3575,0,0
3576,0,0
3577,1,1
3578,1,1
3579,1,1
3580,1,0
3581,1,0
3582,1,1
3583,1,0
3584,1,0
3585,1,0
3586,1,0
3587,1,0
3588,1,0
3589,1,0
3590,1,0
3591,1,0
3592,1,0
3593,1,0
3594,1,0
3595,1,1
3596,1,0
3597,1,0
3598,1,0
3599,1,0
3600,1,0
3601,1,0
3602,1,0
3603,1,0
3604,1,0
3605,1,0
3606,1,0
3607,1,0
3608,1,0
3609,1,0
3610,1,0
3611,1,0
3612,1,0
3613,1,0
3614,1,0
3615,1,0
3616,1,0
3617,1,0
3618,1,0
3619,1,0
3620,1,0
3621,1,0
3622,1,1
3623,1,1
3624,1,1
3625,1,1
3626,0,0
3627,1,0
3628,1,0
3629,1,0
3630,1,0
3631,1,0
3632,1,0
3633,0,0
3634,1,0
3635,0,0
3636,1,0
3637,0,0
3638,0,0
3639,0,0
3640,1,0
3641,1,0
3642,1,0
3643,1,0
3644,1,0
3645,1,0
3646,1,0
3647,1,0
3648,1,0
3649,1,0
3650,1,0
3651,1,0
3652,1,0
3653,1,0
3654,1,0
3655,1,0
3656,1,0
3657,1,0
3658,1,0
3659,0,0
3660,0,0
3661,0,0
3662,0,0
3663,0,0
3664,0,0
3665,0,0
3666,0,0
3667,0,0
3668,1,0
3669,0,0
3670,0,0
3671,0,0
3672,0,0
3673,0,0
3674,1,0
3675,0,0
3676,0,0
3677,0,0
3678,1,0
3679,1,0
3680,1,0
3681,1,0
3682,0,0
3683,0,0
3684,0,0
3685,0,0
3686,0,0
3687,0,0
3688,0,0
3689,0,0
3690,0,0
3691,0,0
3692,0,0
3693,0,0
3694,0,0
3695,0,0
3696,0,0
3697,0,0
3698,0,0
3699,0,0
3700,0,0
